gene,t_stat,p_value,log2FC,p_adj
FAM101B,11.704536617627921,1.2087216767409922e-29,0.5751721197089967,4.7830089069085214e-29
SDK2,11.69395145336477,1.2772281711570043e-29,1.2917326653439174,5.05279603065375e-29
KIAA1529,11.676825708528872,1.287390262899673e-29,0.7162577242063461,5.091689668087918e-29
IGFBP3,11.691344049453772,1.299673175145795e-29,0.6158253624338599,5.138949121140166e-29
ADCY3,11.696092280048648,1.3065529846027892e-29,0.4505667116402208,5.16482575197154e-29
MRPL38,-11.729304495834121,1.325133665351692e-29,-0.44337347552908923,5.236930966483573e-29
GBGT1,11.651364660624234,1.3499988661487728e-29,0.5431008055555644,5.33382923841228e-29
ING3,11.756137635400313,1.3873314286356833e-29,0.39157810714284214,5.479923552258496e-29
CRYGN,11.808883276923924,1.4482927377948384e-29,0.7595922936507915,5.719251932245993e-29
GLYCTK,11.918551702409905,1.4533300393677568e-29,0.6567991574074199,5.737672465678295e-29
KRT15,11.896259879437098,1.4588575151387247e-29,2.1639234517195707,5.75801824162803e-29
PTGER2,11.63869412151755,1.4749345015895816e-29,0.8556200496031741,5.819981168881289e-29
PHLDA3,11.662209292891662,1.5207467671983353e-29,0.6575760892857225,5.999215468755513e-29
MTP18,-11.829848154446957,1.536814543815512e-29,-0.5882789259259464,6.061048547932232e-29
MYO1H,11.865719344606076,1.539279444833197e-29,1.0451229001322722,6.06921526558175e-29
AGTR1,11.630133125067925,1.54170135338495e-29,1.5836355423280395,6.077208330278564e-29
CNOT6L,11.75680801384286,1.547193733814885e-29,0.38662893650795205,6.097297650255384e-29
CUTC,11.944826543748542,1.557790712773534e-29,0.4304699828042313,6.137488128089587e-29
SRP9,-11.88775679547542,1.6579427791852147e-29,-0.41590233862433834,6.530402908957469e-29
SIGLEC6,11.88610316287868,1.6650492212839177e-29,1.155725925264544,6.556716844017515e-29
DCLK1,11.6038298125597,1.7760091995192728e-29,1.065278758597879,6.991872576067053e-29
HCG2P7,11.82643240456816,1.9054229234168214e-29,0.8060470482804223,7.499436797507362e-29
HSPA12A,11.877853308273178,1.9909989786849036e-29,0.8444726851851705,7.834247706315222e-29
C11orf87,12.066675134151662,2.035118141937738e-29,0.8387641078042316,8.005803278338108e-29
RHBDL3,11.606706527216366,2.1867069430361716e-29,1.0926443802910084,8.599930217606113e-29
NEK1,11.655494280087852,2.1990690598937838e-29,0.4172180548941711,8.646339712764195e-29
FAM23A,11.906942020211364,2.2239386417977295e-29,0.8401922810846543,8.741890035169682e-29
SERPINB5,11.67043625448256,2.319241417570813e-29,1.887450839285708,9.114180731581881e-29
GIPC3,11.713988836982914,2.3311490739902696e-29,0.5352594199735332,9.15863799240321e-29
PRKDC,-11.632636738157931,2.3504710347234054e-29,-0.5176413492063556,9.23219452082558e-29
KIAA0748,11.727617967861262,2.3545310188034551e-29,1.0260810853174638,9.245782733108084e-29
DMRT3,11.788652424068983,2.378540572679093e-29,0.904085878306883,9.33768210034166e-29
UBL3,11.58522626996799,2.48442649195245e-29,0.4204126481481527,9.750883175271953e-29
S1PR2,11.636112048206105,2.5190554903724696e-29,0.4303426130952346,9.884275582381476e-29
FNDC5,11.723890276712277,2.5286380789675045e-29,0.8451444206349246,9.919347898563738e-29
FOXC1,11.54242452708684,2.636594262877414e-29,1.0175581468253982,1.0340204244911753e-28
C8orf84,11.600575756820268,2.695690457663443e-29,1.2442373134920688,1.0569275777092953e-28
C11orf10,-11.65632518019238,2.823491126012407e-29,-0.38785955555554885,1.1067538917314928e-28
FAM43B,11.731420542647813,2.8498935114500537e-29,0.8288849212962943,1.1168187934791671e-28
TSTA3,-11.88528386367481,2.8627945904030675e-29,-0.7165999629629614,1.121589015481833e-28
ADAR,-11.74509214825068,2.884532347156495e-29,-0.4121860462963127,1.1298179737768648e-28
IDS,11.5875904347018,2.8975498909345967e-29,0.35491125529101986,1.1346280689399792e-28
LOC100302640,11.704768225864232,2.977586036053254e-29,0.6691877083333329,1.1656723162245604e-28
ADAD2,11.87698575221203,2.9865756494970987e-29,0.7474838154761895,1.1688943893062233e-28
SLC13A5,11.660272653294916,3.0453716503373836e-29,0.8994028273809531,1.191603235076104e-28
ENSA,-11.695930079222974,3.1356391486634844e-29,-0.37474287830688446,1.226611686279768e-28
BEND3,-11.605707061760043,3.3672326726122585e-29,-0.5671172506613757,1.3168727828349237e-28
PHF1,11.662395798913801,3.492773955306565e-29,0.38680765939152373,1.365623173942488e-28
B3GAT1,11.68026157776292,3.5586626745997973e-29,1.396686216931216,1.3910314597820027e-28
EPYC,-11.773061143476683,3.74445870435114e-29,-1.8945149834656063,1.46328504240849e-28
HCG22,11.843860493905394,3.8804355846841184e-29,0.7129229556878305,1.516038231346901e-28
RGMB,11.582243622126658,3.944319568282121e-29,0.40134576984126014,1.5406059967742215e-28
PROK1,11.954281362440085,3.9950316670230506e-29,1.316749262566137,1.5600178183401954e-28
HMGCLL1,11.617533141003717,4.023063354791214e-29,1.3394796554232813,1.5705655799624827e-28
SAMD1,-11.802380492515832,4.0326325948093074e-29,-0.478217635582018,1.5739022575989584e-28
NDE1,-11.712761147638227,4.2767598221442146e-29,-0.42577269179892596,1.6687600350115173e-28
LRRC45,-11.768785260685016,4.3596438349044967e-29,-0.7466737791005311,1.7006697777052073e-28
ZNF177,11.547067493689232,4.383434056345444e-29,0.6385480985449687,1.7095170761284399e-28
PPFIBP1,11.5563683972732,4.4204480877804345e-29,0.47180648082012233,1.7235158067246228e-28
WISP3,11.663617189303446,4.4866734151264036e-29,1.4748101164021157,1.7488939385493983e-28
LOC100190938,11.54700986924691,4.5993466744669837e-29,1.0144788379629661,1.7923599277845647e-28
TIGD5,-11.71621565402656,4.6914467060027496e-29,-0.6617945615079392,1.8277885863442393e-28
SCML1,11.518835793193453,4.8132971458308985e-29,0.7276824391534387,1.8747871529055993e-28
PDE4B,11.523668307214505,4.9390157551358497e-29,0.9153177063492244,1.9232682241230825e-28
DIP2C,11.641633364060791,4.94570334020107e-29,0.428773759259256,1.925385444477266e-28
MMD,11.98281785963637,4.9540865762088825e-29,1.0283472883597877,1.9281615524238668e-28
LIAS,11.626559848543248,5.11589449801856e-29,0.3837545198412675,1.9906350160725742e-28
ZNF441,11.5694354396821,5.156299435436833e-29,0.5037764556878308,2.0058499850283205e-28
TALDO1,-11.634889583393317,5.465363037131926e-29,-0.3991297142857224,2.125541669177072e-28
IGFBP7,11.695987336862867,5.655152063855939e-29,0.5469508174603064,2.1987973819997447e-28
C4orf7,11.58120972335815,5.773255513251374e-29,2.3699203988095223,2.2441508492181626e-28
TP53TG3B,11.793826325847398,5.788127621975199e-29,0.9339369715608472,2.249363982724688e-28
RPL5,11.639291112845276,5.923443725039268e-29,0.4365001435185327,2.301369241343164e-28
ZNF239,-11.658186589132319,6.081837352818696e-29,-0.606757392195755,2.3623120514972113e-28
IGF2BP1,-11.56260304709077,6.145973857548464e-29,-1.0289354781746034,2.386621928995554e-28
HERC3,11.5959732239051,6.205630574214161e-29,0.5684809351851765,2.409180382026612e-28
C8orf80,11.579730112773262,6.232688026133184e-29,1.03276578902116,2.4190748056055617e-28
COL4A4,11.555048527324669,6.27547160053319e-29,0.9904909583333312,2.4350664373339094e-28
RNF165,11.541215058370202,6.280171173750162e-29,0.8980647605820122,2.4362760282749115e-28
TTN,11.725809551603401,6.388573021354565e-29,0.8215160350529089,2.4777042521359255e-28
KPNA5,11.694675406609377,6.456550389186142e-29,0.6713751481481385,2.50343758101987e-28
C18orf32,-11.503394904628152,6.465820055789009e-29,-0.34172187830688117,2.5064005890982722e-28
HCN2,-11.631898020006332,6.514004064761204e-29,-1.1741454543650685,2.5244430049113578e-28
SH3PXD2A,11.56336004408483,6.519174812427246e-29,0.5045366349206457,2.5258111370644766e-28
HMGN1,-11.787099596731936,6.934110499014269e-29,-0.4397051825396705,2.6858993548005713e-28
OR7C1,11.808534931420015,6.954981500240405e-29,0.7623848306878307,2.6933060905231773e-28
GOLGA9P,11.961922671216694,7.169602319237704e-29,0.6449618888888884,2.775719560203745e-28
PRRX1,11.501483858898593,7.744637647315725e-29,0.7105134272486904,2.9975913990879893e-28
PI15,11.679065600388036,7.988363856232752e-29,1.915729338624339,3.091149492194413e-28
HSD17B6,-11.90663560448932,8.075747159715417e-29,-1.1302360740740829,3.1241778647773436e-28
BCL11B,11.50747162671623,8.153188499451991e-29,1.0396056408730248,3.153344469381118e-28
NFIX,11.491931516884119,8.30366916546953e-29,0.6947937572751446,3.210738175307241e-28
HIST1H2BN,-11.581869834988865,8.368753118381267e-29,-0.7874010892857122,3.2350914326818074e-28
CYSLTR2,11.62859981585556,8.436768422611294e-29,0.856613652116403,3.2605653464594905e-28
ZSCAN4,11.813972763936958,8.467276054583088e-29,0.7013312638888886,3.2715344896465696e-28
TMEM232,11.521732884229142,8.684623354938e-29,1.0031863366402125,3.354669989864034e-28
FERMT1,11.459320133970845,9.236402454596723e-29,1.3664298988095238,3.566914687570247e-28
GADD45A,11.538585128225158,9.334521840687854e-29,0.56539729100529,3.603902527108097e-28
TIMP3,11.499516949832657,9.56914405645983e-29,0.7524784470899579,3.693560066114615e-28
GNG13,-11.539189556424812,9.873948867856865e-29,-1.323741746031747,3.810255406475994e-28
