gene,t_stat,p_value,log2FC,p_adj
NMRAL1,9.87282802003431,4.0002438394661055e-22,0.41245666072476617,1.3471512335139901e-21
PCDHB19P,-9.863410544362646,4.0647388066473e-22,-0.5661039950218445,1.3685716904865182e-21
RPS8,-9.85861265084813,4.1585914270470676e-22,-0.38560309721528085,1.3998651552742392e-21
STAP1,-9.867701763117804,4.196999591012731e-22,-0.9089342367557238,1.412485304979738e-21
SLC22A10,9.896665065022885,4.2328925377669064e-22,0.6298092845807696,1.4242536364509846e-21
MYO16,-9.863659550419438,4.253753686718491e-22,-0.9623647306580265,1.4309601379594625e-21
SEC23IP,9.853565520551294,4.3597242471095305e-22,0.32705193147975464,1.4662882095400928e-21
HTR1E,9.900126461181209,4.486509702062056e-22,0.6792037162235605,1.508599910081884e-21
PPT1,9.855441673638872,4.508900487818638e-22,0.36964723321231574,1.515797834300078e-21
HRNBP3,-9.89836502385312,4.579471575688735e-22,-0.5376787939392613,1.5391862879475975e-21
RNF19B,-9.85879219684272,4.594709915970154e-22,-0.32345252711896144,1.5439709423001413e-21
PCYOX1L,9.848140919809833,4.640210477962686e-22,0.3388792259950808,1.5589203737549962e-21
PHF12,9.846564199010139,4.648234201222232e-22,0.307753049933698,1.5612753489576506e-21
ALOX5,-9.846309221759865,4.687654786534263e-22,-0.596605087389408,1.5741727535063916e-21
ATP5H,9.843934746115343,4.762027443237878e-22,0.3493665893132878,1.5987993140761796e-21
CD37,-9.861995205212043,4.80030868413537e-22,-0.6538854475989471,1.61130047546615e-21
WNK4,9.861264071853984,4.823948160168064e-22,1.6391281651485876,1.6188825157390513e-21
C9orf123,-9.842259326024655,4.923635432076136e-22,-0.32474140670854545,1.6519767868310364e-21
C15orf55,-9.918414437102397,4.929507205769517e-22,-0.4135260662811675,1.6535865456913563e-21
CAGE1,-9.88802775146007,4.963928541751838e-22,-0.4667611291058893,1.664770371538947e-21
C5orf25,-9.863971812995137,4.987536884738277e-22,-0.5425037026369006,1.6723237241793388e-21
GRPR,9.838861131395038,5.069075216720791e-22,1.6654017994173973,1.6992935143011106e-21
WFIKKN2,-9.843833307447046,5.090812389227392e-22,-0.6926074346209852,1.706208932453943e-21
LOC440356,9.842379162597913,5.152716655256211e-22,0.874197444620771,1.7265805950158844e-21
NRP2,-9.835836202785224,5.162708627952969e-22,-0.5353369812612776,1.729552322554218e-21
CDK3,-9.834523621791126,5.206818211308329e-22,-0.541960363361671,1.7439499673594593e-21
PECI,9.86674276363136,5.220317529171958e-22,0.5271857171583214,1.74809110475556e-21
ING2,9.833449659493613,5.33059459777069e-22,0.30680139018718044,1.7846306810583887e-21
C10orf79,9.847360635822335,5.335294105321213e-22,0.9389580981935257,1.7858157247745804e-21
PGLYRP4,-9.895530905999616,5.416097875819547e-22,-0.8827154502076044,1.812468137230897e-21
MYOCD,-9.865748999123065,5.510748646245893e-22,-0.9103722696245713,1.843741784142721e-21
MAP7D2,-9.831896998881952,5.672307217532183e-22,-1.104611974196212,1.8973824511914628e-21
PAG1,-9.83064509146065,5.682286546073437e-22,-0.5330968071346183,1.9003076878777736e-21
HEMGN,-9.862065856203653,5.80949168984424e-22,-0.39226925719006095,1.9424265700006898e-21
DHX40,9.82069401377329,6.08586865119913e-22,0.3859672729940673,2.0343925232851284e-21
ACCS,-9.815655220115215,6.191818736147348e-22,-0.5294740184995943,2.069360388115058e-21
STAT5B,-9.820012206438742,6.234619039558557e-22,-0.414361806265072,2.0832124425365255e-21
HBB,-9.854193004512636,6.429521184380026e-22,-1.2823596014217058,2.1478702034258898e-21
NECAB2,-9.827107234541975,6.444872781938337e-22,-0.7553028580900414,2.1525315883623552e-21
PRUNE2,-9.811368586060516,6.531708282045712e-22,-0.8216428202647794,2.181060776808888e-21
HSPA12B,-9.836020937633743,6.580580526466382e-22,-0.6539117497445792,2.1969036939723087e-21
ZBTB8B,-9.841747232322653,6.666855932138664e-22,-0.8492557770483251,2.22522394942855e-21
RPS19,-9.810075969922762,6.723382196671016e-22,-0.47595080759112385,2.2436045878227923e-21
CWH43,-9.822735035790888,6.858172505769304e-22,-1.2748246396817484,2.2880884522498366e-21
FHL5,-9.83650458189963,7.018136549909912e-22,-0.9152657974826628,2.3409499232877583e-21
MPP1,-9.799812296236954,7.144373393585239e-22,-0.42577268646334154,2.382540982045309e-21
RTBDN,9.822088872465324,7.226232229210151e-22,1.222426949414146,2.4093178352782306e-21
IL13,-9.86596194762624,7.235061372949143e-22,-0.420868149061977,2.411739336637756e-21
ZSWIM5,9.80054653437624,7.241574243738902e-22,0.8289689816525749,2.4133878491525516e-21
MRPL27,9.797464771285885,7.341754528825567e-22,0.41123146344643224,2.4462452819806806e-21
TMEM38A,-9.798041694057916,7.4224260165325165e-22,-0.6605788325253839,2.4725896446679177e-21
ARSJ,-9.795732401263457,7.513509691911209e-22,-0.7296440452381558,2.502390411558661e-21
IL23R,-9.825032899400048,7.556554461637659e-22,-0.39180713680137474,2.5161822890535262e-21
SEC1,-9.805599111492787,7.718263870743945e-22,-0.5040862829068917,2.5694726230885305e-21
RTN2,9.792899711377004,7.764373799478092e-22,0.5997292895806661,2.5842642323943835e-21
RBPMS2,-9.797681791830085,7.777050910990774e-22,-0.6883400301080371,2.5879242030802885e-21
HSPG2,-9.801513581113813,7.803957686125369e-22,-0.5183733619921398,2.5963166917301707e-21
C17orf97,9.79076097122615,7.9020759885056035e-22,0.527778227647226,2.6283919635994985e-21
CDCP2,-9.810989651141105,8.0461093151192e-22,-0.31929961903002113,2.6757223569090783e-21
RLTPR,-9.78697425157223,8.200847304328755e-22,-1.0900219848481587,2.726591361363633e-21
CALML4,-9.784114017845978,8.2739154094914065e-22,-0.31694921849525226,2.7502909231420378e-21
C11orf34,-9.890295495713085,8.312981572201629e-22,-0.37129352133649296,2.7626802777290843e-21
SLC39A2,-9.785643122233704,8.466799837179348e-22,-0.9343509918262636,2.8131919959656973e-21
RGL2,9.781575943023467,8.480809239433287e-22,0.3920507065063905,2.8172388319213447e-21
LOC388387,-9.875579930332359,8.540133004190748e-22,-0.37082545433794933,2.8363336467973455e-21
OSMR,-9.780151952776372,8.552504633166081e-22,-0.6742889861090102,2.839829929628168e-21
NIP7,-9.788206065157437,8.657461362851078e-22,-0.31509723973392134,2.874060642600648e-21
psiTPTE22,-9.777742794886068,8.802268536756232e-22,-1.1268210816069262,2.921503096797493e-21
ARHGEF16,9.804066788565219,8.817582379828345e-22,0.5398198386991435,2.925955084099505e-21
LRG1,9.779781234444346,8.831545660833693e-22,1.4496527771135481,2.9299570898482304e-21
PPM1L,-9.778658180198052,8.856845775154994e-22,-0.641603572748422,2.9377176734179544e-21
SYNE2,-9.779249225252228,8.972754891779214e-22,-0.45242922545162223,2.9755224438665642e-21
FRMPD1,-9.774776850761645,8.99768065508247e-22,-0.9193522423425553,2.9831457589643578e-21
UBXN2B,9.774052256143733,9.060783927527906e-22,0.3602769841959965,3.003420670229218e-21
SMPX,-9.854910405949267,9.10943619968924e-22,-0.6152500565205105,3.0188977435775988e-21
TIMM17B,9.774944073218276,9.602455929311773e-22,0.4091930631942784,3.1816013329807056e-21
EPT1,9.774356071578296,9.66202690267593e-22,0.38346534205778227,3.200650348978083e-21
SQLE,9.778364664254845,9.714275483603745e-22,0.6902404355340064,3.217266070575325e-21
PAK1IP1,-9.790252571428207,9.799767969616954e-22,-0.3466098633725263,3.244882310283704e-21
FAM25A,9.807175823860632,1.0115663067290255e-21,1.0572700745635972,3.3487607879395408e-21
USP38,9.759662647837967,1.0314926581663026e-21,0.31963021999523633,3.413992359799347e-21
NFATC4,9.7592679139645,1.0366612040662068e-21,0.6599140230647258,3.430361607351684e-21
CLNK,-9.793182705281179,1.0380220595387473e-21,-0.4995833465576833,3.4341266976188426e-21
TMEM116,9.760083261406711,1.0555591641189402e-21,0.35497232777547705,3.491395155733474e-21
C20orf200,-9.802704386122015,1.076371866268085e-21,-0.3934970511510625,3.559471139374937e-21
KCNA4,-9.801755646447566,1.0984758625205489e-21,-0.591985595421838,3.631787170974638e-21
ALG8,9.752074548208547,1.1195641766822478e-21,0.4576394725114703,3.7007148193165674e-21
TMEM176B,-9.76077307125149,1.1508184635931057e-21,-0.6765539037194817,3.8032092474657756e-21
IVNS1ABP,-9.75206386291269,1.1730238876013074e-21,-0.3122023358188013,3.875761544505865e-21
VAPB,9.757832835562777,1.1913490292261878e-21,0.2974397393535,3.9354647077870876e-21
HLA-DPB1,-9.746064353276484,1.1937488200038009e-21,-0.6178908458511838,3.942546242299125e-21
AKAP5,9.7435119040568,1.1962169525696813e-21,0.7507673784265512,3.9498504007538885e-21
PVR,-9.753367772555867,1.2020700804281602e-21,-0.4729214870328722,3.9683261210017976e-21
TNC,-9.743138034988576,1.2291541711853153e-21,-0.8842776135301396,4.056867475614212e-21
EFR3B,9.74590150569948,1.2344325125237946e-21,0.7690557183539521,4.0734156440910556e-21
LIPE,-9.81452274488539,1.257627129333756e-21,-1.1923081433012266,4.149064690454648e-21
ROPN1L,9.737122954058323,1.2681600722071747e-21,0.9480030216734439,4.1829178731306486e-21
ROBLD3,9.74084102630108,1.275729708244208e-21,0.44167580487381386,4.206984433034069e-21
LOC283314,-9.73589357196857,1.2825550070638482e-21,-0.5668808031347137,4.228586604659972e-21
UBE2W,9.741050026349173,1.284526101925805e-21,0.3503860780200352,4.234178632273949e-21
ZNF662,-9.739172694324292,1.2947117833322064e-21,-0.8097852584726377,4.266840181499568e-21
TRMT12,9.738202224088882,1.2978426090977701e-21,0.3488550955414045,4.276242810245745e-21
PLEKHA6,9.790423478491793,1.318580785197079e-21,0.6065119258277072,4.343643207034537e-21
TEK,-9.768817178316016,1.3266072011811623e-21,-0.7111908768287698,4.369148893387456e-21
C16orf59,9.771246696261835,1.3589423976531793e-21,0.7478632181909051,4.474686932563302e-21
ZNF480,9.732394368914413,1.3727624126629866e-21,0.3072643638181738,4.519226612737226e-21
ZNF720,9.728041941861692,1.3767585047980594e-21,0.3230443571878858,4.5314131462966486e-21
CLCN6,-9.755341094993067,1.3895802725111604e-21,-0.35208761603007765,4.572636771928689e-21
SPA17,9.72651410741176,1.4026920622726888e-21,0.551228812417123,4.614796940771921e-21
CD302,-9.737214526046447,1.4092177267332472e-21,-0.564196377796149,4.635275654456699e-21
ABCC11,9.744478151954807,1.4194431911618934e-21,1.8587989299145704,4.667912604510823e-21
IL2,-9.757702906857585,1.4909962930125054e-21,-0.4001562944283815,4.902171668484635e-21
PAX6,-9.76905572769684,1.5333674379470745e-21,-0.5773427985261179,5.0404053036018594e-21
HEG1,-9.719718943882985,1.5394788475578088e-21,-0.5340927778744096,5.0594142616536996e-21
VENTX,-9.719218541682588,1.5411263708556751e-21,-0.6327154431425419,5.063747915506792e-21
TIGIT,-9.716876930016838,1.5518606069317728e-21,-1.0410111557357418,5.0979299690481134e-21
MYO1F,-9.722530548626287,1.552882615949316e-21,-0.563206455294452,5.100199154814765e-21
COMMD6,-9.714521413422844,1.5571595329226312e-21,-0.34829512238863636,5.1131553270227665e-21
C22orf31,-9.736951400848096,1.5642726563001649e-21,-0.4445172713636659,5.135417076557279e-21
PCDHB7,-9.718713148723749,1.6464638367278003e-21,-0.7473474402730345,5.404093731421433e-21
DND1,9.718645463508263,1.6884361353438092e-21,0.3095583411230258,5.5400074282879855e-21
ZNF252,9.709609799335476,1.6885922492015013e-21,0.36025879383056747,5.5400074282879855e-21
AMY2B,-9.703183979749905,1.7269791875527427e-21,-0.7551255559661794,5.664741915370597e-21
JHDM1D,-9.70529342210097,1.7298251334273996e-21,-0.4334326900502141,5.6728684940110056e-21
TTC25,9.703188846954388,1.7381510416215644e-21,0.6710430865633343,5.698959026372919e-21
OVOL1,9.75338239062708,1.77281175031883e-21,0.7906129366752852,5.811365237312971e-21
WARS,-9.747037415840751,1.7802842767721486e-21,-0.4494202136910168,5.8346183502470774e-21
ADIPOR2,9.703800591741869,1.8099050845858688e-21,0.44810051520619254,5.930433834298493e-21
FAM151A,-9.732337857871165,1.8266947286812356e-21,-0.5597181273233196,5.984174199469146e-21
FAM184A,-9.695863398488319,1.8501067440391442e-21,-0.7818932957979214,6.05958169282508e-21
GPAT2,-9.6947209496315,1.8646333487618707e-21,-1.025923975565754,6.105861265607513e-21
SGCZ,-9.805405613713894,1.900270358537198e-21,-0.3888619225669009,6.2212338316813165e-21
NEK4,9.692834828164239,1.926018169405544e-21,0.33679917773526213,6.3041882981158936e-21
C2CD2L,9.68993569628998,1.983879156586391e-21,0.3435579568922247,6.492197103923627e-21
TMTC1,-9.68941391202812,2.0162962045513664e-21,-0.9942155507489066,6.596879018588481e-21
AMPD2,-9.688169328094146,2.0214355188644287e-21,-0.3145936506815108,6.612288651785768e-21
MSX2,9.723364887025298,2.0348907492612958e-21,1.0221285673137626,6.654888034489416e-21
C7orf58,-9.712607337885638,2.0608028549486137e-21,-0.9043300194561015,6.738199523814782e-21
NUMA1,9.678428992065314,2.188367236613435e-21,0.3467039852394631,7.153777142704259e-21
HTT,9.6782775748668,2.2140788246261763e-21,0.3241112258429055,7.236292010776742e-21
FOXN1,9.67825968232015,2.2186142197361232e-21,0.8522292254516177,7.249576218437413e-21
CA14,9.684815292870027,2.280678132257947e-21,0.803840636616596,7.450795926665734e-21
CYP24A1,-9.671298975997448,2.3120732355268947e-21,-1.246055819982177,7.551758932415698e-21
ESCO2,9.698713804968492,2.3470711641558637e-21,0.7861680474337511,7.664444266067409e-21
ZNF28,9.669300897699161,2.3895781447467507e-21,0.3990417539836013,7.801597687588151e-21
PTOV1,9.667370094583596,2.398554275510254e-21,0.3753196854416281,7.829243201193848e-21
BMI1,9.66310063283209,2.5830927263597356e-21,0.4331542749070625,8.429817445477077e-21
MAL2,9.6829941246565,2.58577752913557e-21,0.6326541613225984,8.436790976075517e-21
UNC13C,-9.668740803304837,2.5866150684172242e-21,-0.6276996228342865,8.43773563737712e-21
JUP,9.677855283193528,2.623582750884438e-21,0.38925306786809166,8.556514216345623e-21
CDKAL1,-9.699954131646901,2.656183175336159e-21,-0.3143029021108372,8.661002192005685e-21
ABHD11,9.657873253213712,2.7699456982658762e-21,0.501577685267705,9.030034705949544e-21
NKAIN2,-9.665186902519972,2.791901690452191e-21,-0.7620132888415436,9.09968465874098e-21
EFHC1,9.656377991737173,2.8889117236473622e-21,0.42539643268624694,9.413878054814485e-21
DNAH17,-9.656133409970792,2.928656678528175e-21,-0.62795550966284,9.541372594011491e-21
TTC33,-9.645097602724613,2.9437744759527403e-21,-0.32594736201387775,9.588596489579933e-21
PPIP5K1,9.646994772554743,2.945442727359552e-21,0.40712733853609784,9.592001199905884e-21
NUDT4,9.640779650612107,3.0549383096463823e-21,0.38729436697028063,9.946476031639956e-21
MED25,9.638226433862691,3.130922964889844e-21,0.3459102231473352,1.019171689014988e-20
ATPAF2,9.636381743989187,3.195157058622119e-21,0.3311203473837363,1.0398611970324407e-20
LRRC27,9.634103691308663,3.2493337842179824e-21,0.37466076498337486,1.0572694901860583e-20
ABCC9,-9.66283455130463,3.2762720485411854e-21,-0.7678732657985625,1.0658094386517776e-20
TMEM99,9.632572282826404,3.2895020520000424e-21,0.4358193186017836,1.0698872643566678e-20
NUSAP1,9.691374507810936,3.2944439768777768e-21,0.7843561694311028,1.071268298035631e-20
DNAJC16,9.632648502365704,3.312803412695466e-21,0.2988912692115555,1.0770108561079411e-20
KIF5C,9.631295880733445,3.367197585257146e-21,0.9861781586269922,1.0944636103061913e-20
TRIM61,-9.642184874667608,3.4162744633238905e-21,-0.5044161507358547,1.1101810449936248e-20
FPGT,9.626285577409664,3.466929185307693e-21,0.29906598226123826,1.1264044875750695e-20
WDR52,9.630193900173815,3.5076729982417206e-21,0.5675202310819252,1.1394017121081809e-20
SPC25,9.695126419945778,3.509781194876255e-21,0.7768777890698031,1.1398460463511855e-20
ZNF761,9.625510726019861,3.536304468446528e-21,0.3212409838916539,1.1482176275974524e-20
NUMBL,-9.628524142501583,3.582255467969403e-21,-0.3849893111019309,1.1628924191508516e-20
ATXN1L,-9.622290657857077,3.668121286816892e-21,-0.3704224598378296,1.1905156714401283e-20
LAMB4,-9.646895864741014,3.701140943427955e-21,-0.5141720935414431,1.2009792856893617e-20
ARHGEF2,-9.615646692415849,3.826802016712355e-21,-0.3934431338449311,1.2414932712035426e-20
NME1,9.622330155313604,3.857838900002689e-21,0.5371081775396203,1.2512986210941943e-20
C8orf79,-9.61948211652385,3.8589634535514145e-21,-1.0509540031738434,1.2513997534610598e-20
TMEM163,-9.612314431165643,3.936957820885307e-21,-0.7130642844720851,1.2764232379063185e-20
AADACL3,-9.731470418394945,4.1667466782495695e-21,-0.4305945843568624,1.3506399706317603e-20
MXRA7,-9.6057938559458,4.197447120077773e-21,-0.47794510445424976,1.3603050580475156e-20
BCL6,-9.604822882453384,4.237027490390315e-21,-0.47805993130583424,1.3728432716653973e-20
PPBP,-9.690505580455985,4.33603275386261e-21,-0.5620521173452753,1.4046264740421336e-20
LOR,-9.689818023747739,4.354027851233394e-21,-0.476714080128693,1.4101591675523888e-20
CXorf57,-9.601962884611847,4.3577729892260935e-21,-0.841133196017477,1.4110753042084996e-20
SYPL2,-9.612415830886741,4.446872121403247e-21,-0.5840097720701745,1.439623424164125e-20
LOC154822,-9.597218427048764,4.521878026510342e-21,-0.9582452256472647,1.4635979813785944e-20
NOTCH3,-9.600177322878217,4.629956266243329e-21,-0.4455667251798996,1.4982647463503266e-20
NR1I2,-9.60386743513465,4.634704095735991e-21,-0.5983516102910824,1.499486004665834e-20
CCDC159,9.600487417647885,4.6631431654791125e-21,0.48552801134758283,1.5083700697244093e-20
KIF1B,-9.594032245445058,4.701781807396557e-21,-0.3778931892784989,1.520548928554606e-20
SLC26A11,9.592698005134178,4.7476562831971375e-21,0.37616259755223247,1.535062238395345e-20
CCR5,-9.592756373767038,4.7801968987981536e-21,-0.744531513445347,1.5452591150702323e-20
RLF,-9.586374186222603,4.9695758441697115e-21,-0.31725149942394637,1.6061410426675282e-20
EIF4E1B,9.633688897271995,4.987845531175339e-21,0.8597786510075872,1.6117074007031834e-20
MYEF2,9.59125952193069,5.0203720158326265e-21,0.5914070128910485,1.6218772120808843e-20
FRAT1,9.591293253934243,5.069575358065271e-21,0.414530647159852,1.637429238265806e-20
ZSCAN12P1,9.583819741773679,5.174950662968906e-21,0.5701785635094909,1.6711139965967335e-20
FYB,-9.583147365897949,5.218666609470434e-21,-0.6678195832699512,1.6848775379747593e-20
GPR137,9.582093428982786,5.2356371928641484e-21,0.37506166985500755,1.6900022192563794e-20
RASGEF1A,-9.580386611086833,5.261895372391548e-21,-0.8716313493184948,1.698122050905736e-20
ZNF492,-9.578342600363655,5.346389523742166e-21,-0.9680398507641108,1.7250284890414528e-20
CATSPER2P1,9.577065803675326,5.419236186091467e-21,0.3528614747505445,1.7481663431227806e-20
LOC100133545,-9.58954614786615,5.455389776784518e-21,-0.7289800661942134,1.7594603350052624e-20
C15orf62,-9.583477949758645,5.479162902715061e-21,-0.4900483310145409,1.76675751231631e-20
C3orf54,-9.583832430567913,5.570921179641944e-21,-0.5311867312667147,1.795968873596043e-20
TMEM176A,-9.587288608636799,5.6901774339225404e-21,-0.7161001103236977,1.834031022610537e-20
ICOSLG,-9.568862708714345,5.84083347999489e-21,-0.4691118280037445,1.882195753275038e-20
WWP2,-9.581222127118128,5.897572020899303e-21,-0.320432923197318,1.9000819503198696e-20
NUDT8,-9.568168081524878,5.965785961993176e-21,-0.8014873317971256,1.9216570388453753e-20
SULT1A2,9.565339990457627,6.059106218936889e-21,0.7901204930327594,1.9513084805055697e-20
KCNK17,-9.558339432585353,6.398347316292095e-21,-0.9298562732331912,2.060128683164981e-20
CACNA1G,-9.57562790716043,6.6029066983040774e-21,-0.9436999527184162,2.125547866062887e-20
CXCR3,-9.556006957295665,6.683570323169433e-21,-0.9278352617334455,2.1510646376638747e-20
CABC1,-9.563841156090733,6.7000669692641345e-21,-0.4353145855524616,2.1559233255122232e-20
LSM14B,9.55281612821876,6.752045434400969e-21,0.2966484701419514,2.1721948088899234e-20
SERPINB3,-9.645553660222527,6.778536817629693e-21,-1.051140116519206,2.1802617794243657e-20
LCP2,-9.553961600465128,6.911751605238188e-21,-0.5383852312993263,2.2226449345416123e-20
LOC339290,-9.551479541549067,7.014261866128982e-21,-0.4357133431881852,2.255138650089537e-20
VWC2,-9.647115535033057,7.024456112574008e-21,-0.4810300172822327,2.257944692386263e-20
CORO1B,9.54753798156279,7.111785952210324e-21,0.40796857894394734,2.285538891800926e-20
SLA,-9.548463352720512,7.130710682279128e-21,-0.5970423181017672,2.2911425787782083e-20
TIMM17A,9.56451013982928,7.150489988297578e-21,0.3217753956435736,2.2970184508620447e-20
HOXD9,-9.549059012701374,7.153052149811104e-21,-0.588185585639442,2.2973622017238543e-20
RCL1,-9.547025976861445,7.162263782022443e-21,-0.31348141399099383,2.2998409896100013e-20
WDR81,-9.547939387833829,7.188706572502947e-21,-0.3334022678854609,2.3078506066894887e-20
KCNH5,-9.599419663064568,7.263332248844369e-21,-0.3828076829851525,2.3313222146228217e-20
C2orf27A,9.540275448324198,7.52708804074859e-21,0.705958257429196,2.4154767520509807e-20
KIFC2,9.538504591167818,7.726174611551752e-21,0.6698611117149724,2.478847895271147e-20
GABRG1,-9.593655589020498,7.905462930474183e-21,-0.48683953555357373,2.5358419320939793e-20
SLC4A4,-9.534031058280359,7.954278383299946e-21,-1.169542862111693,2.5509690536902575e-20
BLZF1,9.5348905866353,7.962302686869574e-21,0.30389541749091364,2.553010713655369e-20
EVI2B,-9.537824341951165,8.04019719050611e-21,-0.6343796319645332,2.577449846808715e-20
ZDHHC15,-9.53076721397517,8.266318912992313e-21,-0.7724316705071663,2.649386184499222e-20
CHRM5,-9.539642222616079,8.275454816167257e-21,-0.4398460968239841,2.6517622852138865e-20
CAMTA1,-9.52948987086037,8.284188647104831e-21,-0.31919804134693486,2.6540085850909923e-20
HMGCR,9.53409582448243,8.29368356651041e-21,0.3448446990282754,2.6564977298431618e-20
RACGAP1,9.542930112371335,8.32063323565577e-21,0.5290704952066054,2.6645754976994986e-20
NUP62CL,9.527807526478476,8.441324825934747e-21,0.8105667175713558,2.7026633051552778e-20
TP53AIP1,-9.560132890671023,8.556466498810699e-21,-0.9285426550509777,2.738958725201421e-20
HMGCL,9.527164071573665,8.577023426721442e-21,0.3286021787569755,2.7449683995267105e-20
MS4A6A,-9.528348025732134,8.671787900327998e-21,-0.5459186919849532,2.7747198316988814e-20
NDOR1,9.534906732066764,8.712971980964867e-21,0.38324838210040646,2.787318296092168e-20
MEGF9,9.52714472945618,8.822028521759419e-21,0.5544740125214744,2.821619716442247e-20
LTBP2,-9.528487892849979,8.927195990164396e-21,-0.6306116676811282,2.854663274362642e-20
OR2A9P,-9.537396691784092,9.02561200961377e-21,-0.437967283863399,2.8855346368775584e-20
LOC100286844,9.519693934080419,9.186363042047898e-21,0.3945515684441627,2.936317869180226e-20
ZSWIM4,-9.545483652261542,9.264866382254541e-21,-0.4332267977870057,2.9607959254373846e-20
ST6GALNAC2,9.519953667880776,9.295931704063411e-21,0.795794790874119,2.9701070854422977e-20
PRR5,-9.516038377042959,9.36162943111259e-21,-0.4575913061672532,2.99047735167719e-20
PAICS,9.533033227420475,9.418397159909235e-21,0.3538901953218474,3.007987161815443e-20
ZNF443,9.523566501168292,9.430393961562681e-21,0.3562280798243558,3.011194023769817e-20
PKMYT1,9.581855187530449,9.521130926508843e-21,1.031639363818166,3.039536655099661e-20
KCNK10,-9.521276544533626,9.852293373064356e-21,-0.6226071433229718,3.1445538834627847e-20
CCDC88C,9.510426797180655,9.8541745065324e-21,0.4501647062020382,3.1445538834627847e-20
TMEM35,-9.530900458244544,9.963793389567052e-21,-0.8584711212799738,3.1788754003142125e-20
GGT8P,-9.543135741053021,9.984747130386615e-21,-0.4331130567813738,3.184900591807804e-20
VSIG10L,-9.507396411068756,1.026806642541004e-20,-0.6739936762244225,3.2745944231988064e-20
LOC285074,-9.505733194655107,1.0292558657448671e-20,-0.29488926490729117,3.281725525962667e-20
ZNF776,9.505500925427729,1.0369132247169898e-20,0.3987945647920643,3.305456091297617e-20
GPR85,-9.503986470593341,1.045915951485887e-20,-0.490076919523486,3.333464687441151e-20
FBXO48,-9.503210252877084,1.0531115751818139e-20,-0.37480306025955645,3.355703419510428e-20
MRPL17,9.509916366833446,1.0551101014956497e-20,0.3173801797786915,3.361376005116598e-20
MEF2A,-9.502389440073019,1.0564886982630471e-20,-0.3679560400860673,3.365071677111323e-20
RFTN2,-9.524544422121265,1.073573386387819e-20,-0.5746732793852338,3.418781681533247e-20
C9orf3,-9.5018402423286,1.0889092781108808e-20,-0.42204846144648833,3.4669016036131574e-20
SERTAD2,-9.512368316750619,1.142096977685041e-20,-0.3531570319123478,3.6354904208014423e-20
TCTEX1D2,9.497460495964457,1.1562426841262551e-20,0.4426616426816734,3.6797578767035863e-20
SESN3,-9.502986404967494,1.16944311735279e-20,-0.9166319639790412,3.720999313469913e-20
VAV2,9.499570386767138,1.1802154328003887e-20,0.35040775146191905,3.7544993840552865e-20
FAR1,9.490118011747276,1.1837162716806115e-20,0.3832527211364827,3.764858383612141e-20
TMEM82,9.544843466026002,1.1841149829318501e-20,0.6224418496337039,3.765348697274204e-20
KCNN1,-9.500998625898733,1.1862524903187022e-20,-0.675879055890088,3.7713668373811804e-20
SIGLEC11,-9.492011736391255,1.2130907328145819e-20,-0.6671507624834234,3.855895543589207e-20
LOC342346,-9.489768169316912,1.2171818569137294e-20,-0.48715619823482137,3.868100939298388e-20
LRRC24,9.486298257928858,1.2192805245567204e-20,0.7782617508315002,3.8739707463061956e-20
PCDHB6,-9.494900438811825,1.2301883565933856e-20,-0.853359709028064,3.9078213588752543e-20
PAPPA,-9.48405310234921,1.2506235226812509e-20,-0.7092553477098331,3.9719163322448885e-20
WDFY4,-9.48562282948939,1.2996390695847536e-20,-0.7503289135018791,4.1267359773966694e-20
CTXN3,-9.581147156732625,1.3335284052608716e-20,-0.4021106666159432,4.233471516660132e-20
MAGEB1,-9.535166752933401,1.3460794133956894e-20,-0.7528072264733372,4.272435524232824e-20
NCKAP1L,-9.47488934494207,1.3948328333574118e-20,-0.6182089905654262,4.426265691509495e-20
PRKAG2,-9.471718636652453,1.4001342790586134e-20,-0.30919329253712746,4.442173396798984e-20
RBM11,9.469056152867052,1.4341943051595904e-20,0.8920171648442441,4.54929742821224e-20
MSH3,9.472254526581757,1.4427549662148116e-20,0.30258558455252427,4.575509416026664e-20
MYCL1,-9.466856513453743,1.4498074638501332e-20,-0.7415760918240961,4.5969286492793454e-20
CLUAP1,9.467115352300551,1.4512414172624984e-20,0.3060196533770938,4.600527918795695e-20
TEX14,9.483749275275741,1.4563317799728295e-20,1.025552037455716,4.615714371395977e-20
TIMP4,-9.49083520289374,1.4647170944054972e-20,-1.4228497858742273,4.6413354810787076e-20
SNHG5,-9.465607484945844,1.4660124915658204e-20,-0.6090345171844049,4.6444844305841434e-20
HCRTR1,-9.4876636544559,1.470434655536292e-20,-0.3458685082932982,4.6575359784596355e-20
QRFPR,-9.516692162285402,1.513021782248499e-20,-0.8698114676854836,4.791443105981106e-20
UQCRH,-9.488067002614015,1.51666074736509e-20,-0.3748286988326264,4.8019793393338044e-20
NLRC4,-9.463282375231646,1.531280456091642e-20,-0.47630227875481435,4.8472708023114745e-20
ARRB2,-9.46488059025229,1.565287960324971e-20,-0.3107418952848988,4.953903129521805e-20
BEND6,-9.45779930472617,1.5809563611525608e-20,-0.6403676115736605,5.002463027674882e-20
GCKR,-9.464922404332567,1.6650652960397018e-20,-0.3920670626725511,5.267518052829934e-20
PARVB,-9.450650832090957,1.6778980452729514e-20,-0.4364367861568166,5.307024692495405e-20
