gene,t_stat,p_value,log2FC,p_adj
COL29A1,9.977661197315252,3.130226341197972e-20,1.2723689733458097,1.1077015622943042e-19
AGXT2L2,-9.917143899980669,3.159776855386208e-20,-0.5586939551488745,1.117901751892956e-19
ZMIZ2,9.910396785632463,3.1979597818956416e-20,0.45363659318567073,1.1311506262772155e-19
OSBPL6,-9.858214491868088,3.2124140251782576e-20,-1.151201449689773,1.136002267929941e-19
KRT78,10.040945546684965,3.233648728096701e-20,1.2086461266507227,1.1432488970494811e-19
C18orf21,9.910236032505962,3.272346151503792e-20,0.46293815638973346,1.1566646853696943e-19
CACNA1G,-9.78458052217965,3.2888995496531384e-20,-1.194479990294968,1.162248941152384e-19
GDF3,-9.754070445864906,3.2951364478777815e-20,-0.6169040579182703,1.1641857707199221e-19
SLMAP,-9.8306120358825,3.308174303347125e-20,-0.4322840932723473,1.1685239676218325e-19
NF1,-9.874879285905546,3.342178464255606e-20,-0.6052314599147106,1.1802642617922835e-19
CNIH4,9.688658647642688,3.3561468604040316e-20,0.4093512581886163,1.1849253201018316e-19
SORL1,-9.90042240268778,3.3638167597511724e-20,-0.8690582848081583,1.1873609961001558e-19
KCNIP4,-9.853180989765153,3.4581360107685795e-20,-0.6118578073550305,1.2203740581664869e-19
LHCGR,-9.406494137308817,3.477355718194817e-20,-0.5434570664794982,1.2268754810505409e-19
TMEM101,-9.628422931541706,3.502343754190312e-20,-0.6599430808291142,1.235408631919089e-19
TNFAIP3,9.76825580794927,3.594784580035904e-20,0.7071950296350273,1.26772556524995e-19
SLC19A1,9.803669008100393,3.674074890846642e-20,0.6178426778967907,1.2953911402419454e-19
FCER1A,-9.796498288191527,3.710369504844898e-20,-1.37041659127933,1.3078882615864673e-19
ARPM1,9.907846040112007,3.718977848293521e-20,0.6484160141762807,1.310622612272267e-19
PLEKHA9,9.76132981887429,3.757927355153216e-20,0.4130754107310155,1.3240459379243494e-19
C11orf52,-9.967250055843015,3.7885438940734195e-20,-1.0035490520259227,1.3345278045538421e-19
LRRC49,-9.8700567317176,3.9336957031077575e-20,-0.7638990970850204,1.3853410965404882e-19
ABCD1,9.897523968004453,3.946100598873887e-20,0.7272657559529954,1.3893919716638746e-19
FLJ13197,-9.763210533473615,3.966369511244904e-20,-0.8978025423728782,1.3962092218710056e-19
VASH2,9.842469392503453,4.0274360609112563e-20,1.1081077527641918,1.4173813263965854e-19
GADD45G,-9.747935708751037,4.097641521954324e-20,-0.9940051081418346,1.4417592896145047e-19
AMHR2,-9.640548155894264,4.10290489921714e-20,-0.5560631927836119,1.443281396692856e-19
TCF7L2,9.581146998144865,4.1212940833998427e-20,0.5368499029496316,1.4494190270010823e-19
B4GALNT1,9.889067970694017,4.1628404681631645e-20,1.2329383565561116,1.463696156389775e-19
WDR6,-9.780899841417614,4.16980512620317e-20,-0.4333501074486126,1.4658102631997766e-19
ZFYVE21,-9.852655741734369,4.221586524913766e-20,-0.4512152048455693,1.4836742233302272e-19
ZNF532,9.763252182665934,4.254011155493016e-20,0.564566934421677,1.494728657259835e-19
RAB37,-9.892031383764067,4.2668851153548355e-20,-0.9597267625038919,1.4989101099958568e-19
CADPS2,-9.917786650433976,4.385166995491676e-20,-1.0603605065682356,1.5401098592514903e-19
ATP8B2,-9.848578317949466,4.6042456809768675e-20,-0.74593166874633,1.6166834834663813e-19
TRIM45,-9.734264358571778,4.663532542865899e-20,-0.67004114068836,1.6371274638054321e-19
LCOR,-9.758881565277656,4.758290048675919e-20,-0.9659993137152947,1.6700112122056787e-19
DDB2,-9.799131723613675,4.872728316405867e-20,-0.4686427862119036,1.709785731260281e-19
MUC1,-9.739455528996759,4.968527244821443e-20,-1.4733439378184485,1.743003280667937e-19
CLRN1OS,-9.503021628764305,5.091857905995845e-20,-0.5232922316384182,1.7858618719502968e-19
CHD3,-9.753260739607274,5.233282674564478e-20,-0.41716057242385673,1.8350456237820375e-19
SLC30A1,-9.69222461311842,5.2378232768529445e-20,-0.5646969489792291,1.836219603681803e-19
PINX1,9.788840968438112,5.2681232544537307e-20,0.5062880333437274,1.8464214374874594e-19
ADAM17,9.808076422364286,5.277710542029861e-20,0.5610020978475685,1.8493607013116472e-19
C14orf115,10.026471237437526,5.584477294089198e-20,1.4498884536064602,1.9564094857131146e-19
NLK,-9.703800909776183,5.603584281091896e-20,-0.4353738873869233,1.9626566691531376e-19
KDM4D,9.71219192054816,5.627223389943607e-20,0.5121033993622399,1.9704880267218949e-19
SGSM1,-9.761076723261738,5.700206313749075e-20,-1.1337463840074928,1.9955906460389838e-19
UNG,9.807625606402913,5.857711432233689e-20,0.44853498838862826,2.0502655813162563e-19
CTNNBIP1,9.825569695092192,5.865444954212983e-20,0.5178112786385256,2.0525058172731203e-19
KLHL4,-9.699164581824617,6.030180026920111e-20,-0.9402462973553796,2.1096723897861613e-19
C16orf62,-9.761628113794911,6.034301344102771e-20,-0.42095689837440275,2.1106346614073234e-19
MTTP,9.79602834338296,6.184557814021557e-20,0.9188183997088484,2.1626989930158964e-19
KCNV1,9.954942664741703,6.269009064907289e-20,1.113320065162386,2.1917332555035773e-19
AMN,9.895480826566374,6.27970896158255e-20,1.1453033543031432,2.194975684029206e-19
TRABD,9.715064448236413,6.342696624553475e-20,0.5889125922844922,2.2164888771731694e-19
DUS1L,9.758745471666202,6.372301075023393e-20,0.5737817675297219,2.226329014116977e-19
TRIM43,10.001527787842532,6.434314530426864e-20,1.3193230659249238,2.2474850459388026e-19
IVL,9.87656392256214,6.64026811252754e-20,1.9689764115628583,2.3188978935946143e-19
BCL2L2,-9.710890078353556,6.671861174517036e-20,-0.42013335759592074,2.3294024150575697e-19
MUM1,-9.758908221212783,6.717193460163781e-20,-0.4636195452497365,2.3446979756549925e-19
C6orf162,9.75005185558207,6.747542522194696e-20,0.45960736196319374,2.3547577564422426e-19
BTBD12,-9.71164730928422,6.765521277620476e-20,-0.42994535458043437,2.3604969660440173e-19
TATDN1,9.771024162738813,6.865936669913908e-20,0.503968513223116,2.3949892819815236e-19
PCBP3,9.751731848092517,7.048602060639708e-20,1.2801613046341571,2.45815007763691e-19
UMODL1,9.783496827928706,7.215532581788443e-20,1.537789610412117,2.5157960860914094e-19
FAM84B,-9.755058098633986,7.321478157616218e-20,-0.7070743440435319,2.5521575547388927e-19
FGF18,-9.711024808006567,7.396345146470513e-20,-0.9479535596686439,2.5776714852921344e-19
HAGH,-9.649831327890594,7.47174617114812e-20,-0.5282972505285741,2.6033599410990632e-19
ADRA2C,-9.72341773353587,7.500431158546622e-20,-1.3588284704169755,2.612763315568831e-19
LIFR,-9.712491802429692,7.513353593631746e-20,-1.0687934491005535,2.616672817940466e-19
MATN1,9.84348868510119,7.578579555484699e-20,0.8133910748327611,2.6387921622749417e-19
JMJD7-PLA2G4B,-9.715603299158342,7.582084199552216e-20,-0.5583379510242175,2.639415564560377e-19
C21orf128,9.766529086406955,7.629861333625994e-20,1.0175508578558794,2.6554469926274737e-19
FUZ,-9.792278945111692,7.678537023419149e-20,-0.7736545908287278,2.671402969175033e-19
C11orf45,9.700818742048753,7.679177464161003e-20,0.6518803836955387,2.671402969175033e-19
CRELD2,9.710881265547382,7.702275502888439e-20,0.6081006004991298,2.6788329775914454e-19
DCUN1D3,-9.628498130783523,7.883304381390321e-20,-0.39382139527226645,2.7411751933212914e-19
PRICKLE1,9.679253956346523,7.943981876541621e-20,0.7908773751343183,2.761504909090669e-19
CD302,-9.647847208572127,7.945357373041284e-20,-0.6752056609822681,2.761504909090669e-19
RPS6KA1,9.595198096679146,7.95391003796485e-20,0.44904981629753493,2.7638535963562356e-19
BRIP1,9.572843435519408,7.961353399080867e-20,0.9030113262971913,2.7658158457953095e-19
ARHGAP36,-9.404778291984671,7.967770653170259e-20,-1.3873196500987832,2.767420815404071e-19
KNTC1,9.641583425228404,8.053706804039514e-20,0.5267830248518148,2.796637881411737e-19
NPC1,9.745666926500373,8.23196774769839e-20,0.4276414950954841,2.857894191912336e-19
PIK3CD,9.709496806198459,8.31311915397621e-20,0.7611211379154845,2.8854169435025183e-19
MAP4K1,9.69805348184546,8.388735877074704e-20,1.0185405713840154,2.9110066779201987e-19
SLC11A1,9.665056438633783,8.522703401215631e-20,0.8679861217981966,2.9568288478710473e-19
ATP5L,9.712761526932187,8.58644566323469e-20,0.40495897369243394,2.978272220698908e-19
SGK2,-9.599052289508384,8.648557497290856e-20,-1.1737845715919684,2.9991405357159303e-19
CCDC102A,9.686418181007905,8.732330778343742e-20,0.6991472955876592,3.027509502232799e-19
NPFFR1,9.858791946409468,8.782608322461909e-20,0.5517688052407198,3.044255298085232e-19
CLIC4,9.644592284392038,9.08880440221158e-20,0.5063774236594938,3.149680877354303e-19
PHYHIP,-9.593424628306686,9.360487533001777e-20,-0.9940617101660281,3.24310140741738e-19
TFRC,9.682565269909102,9.452878549697152e-20,0.7316718155349893,3.274375051286548e-19
C17orf103,-9.605667521829453,9.500242198861544e-20,-0.5995484376624862,3.290041141157697e-19
HEPHL1,9.858221666651541,9.547786269571196e-20,1.4489448052060603,3.3057626533075715e-19
SLC9A8,-9.664070622484898,1.0372084670100182e-19,-0.4186493700391747,3.590354938523662e-19
HGS,9.671084587526785,1.0384003234803659e-19,0.4002973458459067,3.593672686137827e-19
ZFHX4,-9.717961805606517,1.0484945121396944e-19,-1.1148472115351398,3.6277910120033423e-19
C12orf32,9.772204809544917,1.0641982213049482e-19,0.5279378487747355,3.681298587605546e-19
ZXDA,-9.709468578694608,1.0670846513813561e-19,-0.5087656736334951,3.6904542626502107e-19
STXBP1,-9.693342488891956,1.0878167152662004e-19,-0.7380211916398025,3.7613101201333234e-19
SLC22A17,-9.657935607649481,1.1314744622962595e-19,-0.8950930496343315,3.911385787152112e-19
SMCR8,-9.64785377375178,1.1324171232772417e-19,-0.4859662689334936,3.9137657569247344e-19
MSRB3,-9.634903252925103,1.1510554506142104e-19,-0.8854827458320447,3.977289221971947e-19
EPHB4,9.61648413329845,1.1682185074558998e-19,0.5152861763890524,4.035687762911934e-19
C5orf32,-9.667195474392255,1.169503936749655e-19,-0.48478082388824895,4.039222098280493e-19
MS4A15,-9.480180985859064,1.172421046450506e-19,-1.6102287243076496,4.0483890675484284e-19
MRPS21,9.695511675472023,1.1829111240981436e-19,0.64067963588783,4.0836956452329857e-19
PPP1R12B,-9.531210683651375,1.1870236601731275e-19,-0.595826025960978,4.096974511474029e-19
ZC4H2,9.691473949211284,1.189142979995559e-19,0.965769066063566,4.1033694448658943e-19
PRSS12,9.752764728221559,1.189671556158315e-19,1.8789721829399357,4.104273571626613e-19
PLS3,9.615069221002468,1.1979904560408741e-19,0.7178454317008054,4.1320472785979703e-19
ANKHD1,-9.646718185391602,1.2052786033954205e-19,-0.3939781576028505,4.156254122391778e-19
HSD17B13,-9.3573568454905,1.208161355574817e-19,-0.9277064833108044,4.1652620671261667e-19
SAMD8,-9.570336005683751,1.2090128630607676e-19,-0.5730902169768894,4.1672646188821662e-19
IMPDH2,-9.586129996452506,1.2180065125330446e-19,-0.4366299175071884,4.197324591197692e-19
GAK,-9.638613140827822,1.236293127813138e-19,-0.41960723631763663,4.259388070919419e-19
ZNF706,9.612446718044454,1.2439527413607757e-19,0.4433779297078022,4.284818872199522e-19
YIPF1,-9.64895912731351,1.2515069944169777e-19,-0.40611928529340346,4.309875462544891e-19
U2AF1L4,9.645328570381734,1.2642580255193503e-19,0.48893069650964893,4.352813242155956e-19
SNRPN,-9.7898634281905,1.2647650765262758e-19,-0.9094570491490881,4.353585486983024e-19
TMEM200C,9.736549173870136,1.2728034759217795e-19,1.2586056471179488,4.380276065884586e-19
RPA4,9.734259269267637,1.2816366113782335e-19,0.5088095767910988,4.409689140869421e-19
GPD1,-9.477708282895616,1.2867756745262136e-19,-1.8327987617413672,4.426381827676521e-19
MIR17HG,9.636172332282424,1.3022357203093675e-19,0.8286305232054323,4.478562292964783e-19
CLDN1,9.730265460599519,1.3134479051856455e-19,1.5018266645870142,4.516113755279898e-19
RND3,9.4856892396281,1.3179736394912065e-19,0.7296072501819619,4.530663122850213e-19
GNAQ,-9.567557542650045,1.3240558921529542e-19,-0.49801247877024046,4.550555484705142e-19
RBL1,9.62081591443081,1.3280237109695108e-19,0.7627085378323208,4.563173639321035e-19
CLDN14,9.635171021401034,1.3498113277453475e-19,0.9839183624484376,4.6370024572278265e-19
PLXDC1,-9.728865452777061,1.3661526497372208e-19,-0.7522801757304798,4.692092872630824e-19
SGPP2,9.571411771799154,1.370883968182826e-19,1.206589753388096,4.707292698062215e-19
CDK20,-9.690341990745349,1.3991947900148597e-19,-0.49389609112336164,4.803434154260601e-19
NEURL3,9.588010499006813,1.4007200955664333e-19,1.0875077103046724,4.807598598180199e-19
FOXG1,9.886540472140007,1.408499761346109e-19,1.6208640463068864,4.833222827155347e-19
APOO,9.680832143517515,1.4088688784850797e-19,0.5078227869051339,4.83341223753003e-19
DOC2A,-9.609350475801367,1.4098255129388102e-19,-1.3346419604173216,4.835616712568246e-19
HSD17B7P2,-9.554020625609176,1.4231120131506769e-19,-0.6103193459498755,4.880101484739638e-19
SIM2,9.648368700540127,1.4289583158379378e-19,1.2899374267789652,4.899058380974556e-19
OXGR1,9.67460678299775,1.4543991671420578e-19,1.6826835906900985,4.985170074907894e-19
TLR2,9.65597229840801,1.459130392646774e-19,0.7376322328515492,5.000273905092895e-19
OLFML1,-9.612633071457422,1.5226409663670704e-19,-0.8105368271463833,5.216756332699996e-19
TNK1,-9.562924323192947,1.5331733449288126e-19,-0.5724934101071106,5.251672968157715e-19
MEA1,9.660655354786714,1.5385825139736453e-19,0.4376798421198522,5.269029129815885e-19
EIF2AK2,9.611236878741986,1.548696140075879e-19,0.6003351989532355,5.302484871858641e-19
ADAMTS3,9.64227990330344,1.5876668514006476e-19,1.0372381719870996,5.434705760563755e-19
SIRPB1,9.607508072202254,1.599484388432907e-19,0.840319306089909,5.473941126628466e-19
CRIM1,-9.47551208248771,1.6581171497647134e-19,-0.6892852934040459,5.673339945539399e-19
NCRNA00081,-9.658513162444548,1.6638667376390073e-19,-0.4395702029392359,5.690740930168199e-19
LOC153684,-9.693021555081293,1.663942045048856e-19,-0.7423227635090637,5.690740930168199e-19
SAAL1,9.681340811978302,1.6847265407403319e-19,0.47543634969324966,5.760545091667531e-19
MAL,9.650119160916091,1.715135762310833e-19,1.3382186726629945,5.863220544471558e-19
GJB5,9.695645124283116,1.7473818908251953e-19,1.7882285068108619,5.972128517876921e-19
LANCL1,-9.664969163530987,1.7484096248095484e-19,-0.46546907212920985,5.974314911937998e-19
CYP4F2,-9.345504834529612,1.7633965675550418e-19,-0.5616386659041287,6.024188362690254e-19
DOCK7,9.662351524716858,1.7855957401165058e-19,0.5830598168174372,6.0986729393464595e-19
CWH43,9.718090753643867,1.7939949587421402e-19,1.9820799642993272,6.126001414893044e-19
C11orf24,9.55054228907711,1.854542529242154e-19,0.3883073039062719,6.331350625885021e-19
GNB1L,9.574447068305961,1.865346563098203e-19,0.6771776628193082,6.366823549550661e-19
GLT8D2,-9.518484197478047,1.866990016164304e-19,-0.8278853540605127,6.371020673511035e-19
CCDC56,-9.560618905910818,1.8710536853004756e-19,-0.45873469203841033,6.383472987496437e-19
DNAJC18,-9.584408313153508,1.8727165689159686e-19,-0.5086769782676539,6.387730839964371e-19
NTM,-9.663918661389946,1.8960473891282287e-19,-0.9732238804547606,6.465878549370396e-19
MYH1,-9.263267516810872,1.9006203050828998e-19,-0.7171282607188649,6.480037829353721e-19
CTCFL,9.698499917988537,1.9214030556819608e-19,0.6138904405393246,6.549444952033462e-19
GPHN,-9.543400334340143,1.9297960893773411e-19,-0.586239313195386,6.575149865294436e-19
ADD2,9.715200293486419,1.9297981581649384e-19,1.397370832033542,6.575149865294436e-19
TNFSF9,9.563230507068567,1.973375551789906e-19,0.8759473605767565,6.722137913917961e-19
S100A6,9.632781328512642,1.9798104302786902e-19,0.9526974922879585,6.742566068347931e-19
BNC2,-9.58260360176599,1.9850843740148102e-19,-0.9349355342969092,6.7590323101959385e-19
RABL5,-9.658010574784482,2.0013326219090403e-19,-0.45457174967937597,6.812849520126795e-19
TAL1,-9.560427926670053,2.0057912074887752e-19,-0.8036548785137398,6.826517953515622e-19
MCM8,9.56414426160273,2.0122128092023274e-19,0.5416024453225265,6.846859806251543e-19
SLC39A11,-9.494627521377131,2.0341147490559879e-19,-0.6003288282901789,6.919855234470846e-19
ARL14,9.755725281266402,2.0416664342347277e-19,1.0594169612838369,6.944011064261565e-19
PPAP2A,-9.50327481475524,2.152720212661717e-19,-0.625750189768123,7.320104486385259e-19
SLC46A3,-9.606630997160003,2.170221117056436e-19,-0.7054836201518224,7.377985104729068e-19
RSAD1,-9.627188019946736,2.1782890388630585e-19,-0.4710784444213374,7.403778439597022e-19
TGIF2,9.568293250122165,2.2074270121633523e-19,0.5479687870437893,7.501159502599676e-19
F8,-9.481875871868263,2.259698010053826e-19,-0.6040385263942358,7.677089642718173e-19
ZNF211,-9.563838668046532,2.3132067648315363e-19,-0.44591260874838934,7.857146383876277e-19
FCHO1,9.504217914617664,2.3360635444380887e-19,1.0042261957991014,7.933032729094233e-19
CD180,9.587346560980349,2.353742004190911e-19,0.8149064226543317,7.991304440689627e-19
C20orf12,-9.69370810519144,2.3828499574325934e-19,-0.7323076929742491,8.088346736020643e-19
FUT7,9.59714559002207,2.3905751634137825e-19,1.1101923416865969,8.112780646039676e-19
DNAJC22,-9.584450509478643,2.4201402336837045e-19,-1.3792269860663442,8.211304358313795e-19
TGS1,9.62742017877383,2.43140145038499e-19,0.465226389899831,8.247695116011829e-19
KCNC4,9.467140043831527,2.4469292644401423e-19,0.627537126096156,8.297215424124373e-19
PSIP1,9.621467846054578,2.44707769311871e-19,0.6260319391008977,8.297215424124373e-19
DCLK2,9.597265282053417,2.462695495299524e-19,0.8368237158157443,8.348331691133151e-19
EMID2,9.696892967288745,2.474797482568501e-19,1.5127018630203453,8.387509759873919e-19
C2orf71,9.706737611505947,2.5017574053064323e-19,1.2033519644033124,8.477015574274458e-19
ARHGEF2,9.590102803342194,2.515922693170616e-19,0.5439136624380456,8.523137889273483e-19
OR6B3,-9.349977387336963,2.53908298885062e-19,-0.32759445773110124,8.599705406804443e-19
SLC38A1,-9.485030830695619,2.5404478092245493e-19,-0.7971535371391099,8.602435653976334e-19
CEP57,9.566090332488468,2.5573595318060642e-19,0.4031676371702897,8.6577978696609435e-19
LOC728643,9.628525696893163,2.558816563107297e-19,0.5679668001109253,8.660826252399e-19
KIF21B,9.51280360403149,2.565719462751699e-19,0.7833488267304443,8.682281883074266e-19
MRPS15,9.62944679596056,2.6041778507810746e-19,0.4892068247201262,8.810487006916327e-19
MAP9,-9.494391828201627,2.622453897568583e-19,-0.8157167741152955,8.870369653089514e-19
LARP4,-9.52944108272283,2.6451724917813094e-19,-0.39983454992893463,8.945249474183356e-19
PARD3B,-9.577200555251087,2.6542562916226713e-19,-1.069330347301653,8.973997391768614e-19
NAPA,-9.571445327458415,2.73329132308087e-19,-0.42604366486430933,9.239184742365786e-19
ECSCR,-9.483920840899192,2.756813529656506e-19,-0.7357849078021568,9.31665011328385e-19
HBA2,-9.436694868149905,2.780872086576856e-19,-1.2871543689993405,9.395893683788423e-19
DSC3,9.550321710529111,2.795297140535653e-19,2.1568426016429143,9.442560349457536e-19
SSR2,9.5566956647061,2.814049947974661e-19,0.4188519349415891,9.503822559545043e-19
ZNF836,-9.545593078738456,2.8931371088309027e-19,-0.5257254835187712,9.76877896155031e-19
DKKL1,9.485882936611867,2.9560984170800716e-19,0.9400254046653513,9.979181611002382e-19
ZBTB8B,9.691465498336765,3.0649882511855584e-19,1.4340994419604187,1.034450331071987e-18
SIGLEC12,9.613182573448682,3.084895176683017e-19,1.3387102310145225,1.0409408510933248e-18
TAB3,-9.614247653619758,3.1255440151443196e-19,-0.5243586435478829,1.05442596847452e-18
MOG,9.781347409456874,3.149697215671768e-19,1.610258941631139,1.062341468339501e-18
EPHB1,9.566681497498283,3.1841702340709335e-19,1.3479218164015139,1.0737334448968497e-18
LILRB2,9.560306586219127,3.2040341472707234e-19,0.9034037459706674,1.0801951776993065e-18
MGC14436,-9.473618833037241,3.254132880410225e-19,-0.9088676804963449,1.0968450954394971e-18
DAZL,9.667518966136493,3.255021742550934e-19,0.9890989298464516,1.096904569272417e-18
KLHL1,-9.113589277475773,3.2578684904409373e-19,-0.6956524028629859,1.0976236574905715e-18
EME2,-9.409937042088655,3.292675674434977e-19,-0.8543769713354901,1.1091080148605412e-18
KLK7,9.590601414222519,3.2946142749297317e-19,2.5207228908876615,1.1095182850195336e-18
PGRMC1,9.517353938175267,3.3287851344628736e-19,0.4209426389033304,1.120780772257268e-18
MFHAS1,9.534035450385172,3.3468458053517343e-19,0.7624586062874785,1.1266153228028127e-18
SHE,-9.463825672148763,3.3522542901612896e-19,-0.8056036515198759,1.1281892744396367e-18
VANGL2,9.498621838781453,3.382670499916122e-19,1.2218994878860396,1.1381769599477389e-18
EXOSC6,9.489382322232176,3.3847417316629904e-19,0.3711754159301197,1.1386250479007005e-18
HEATR4,-9.469087593292448,3.3904347989060566e-19,-0.8679755701708736,1.14029105720307e-18
MKS1,-9.544052184219947,3.4030161882954017e-19,-0.4405617049669095,1.1442725540769665e-18
FBXL2,-9.591866962509789,3.436153114347027e-19,-0.623180481612426,1.1551626528733882e-18
CCL25,9.653971966765036,3.4527253570205605e-19,0.9139177550171577,1.1604805134696698e-18
KANK3,-9.40157720317954,3.468275281752264e-19,-0.7041632924335381,1.16545252102007e-18
NFYA,9.646987830693845,3.497306795396365e-19,0.5262522832830747,1.1749516196534548e-18
ABHD4,-9.608516357946833,3.5044507038811817e-19,-0.49351544140585446,1.1770948404812075e-18
TMEM149,9.540683260666357,3.5124966400401836e-19,0.6866057225052904,1.179540038532142e-18
TOP3B,9.489442976129341,3.605338972631633e-19,0.3910655627187998,1.2104536450416322e-18
GUF1,-9.518762857250554,3.6131483496314182e-19,-0.41063939724791787,1.2128110996135807e-18
OSM,9.47662740157538,3.68390306238727e-19,0.9932965945721106,1.236291531202633e-18
WDR44,-9.526891872313804,3.6931447767412173e-19,-0.46305351027693753,1.2391229053712034e-18
RHBDL3,-9.47588438651405,3.7220371867940566e-19,-1.2499745182142723,1.248544805339174e-18
CDH5,-9.449827710840506,3.746980470150085e-19,-0.6580862656406925,1.2566381681311449e-18
POLR1A,9.524987619352704,3.7789111110145773e-19,0.4409219264496933,1.2670708705638381e-18
ADAM20,-9.428290649104452,3.7847500705610217e-19,-0.41398263838341787,1.2687523805013727e-18
PABPC4L,9.550769303984417,3.8831160058611358e-19,0.8684876486083564,1.3014439952599892e-18
PLCXD3,-9.426881926452767,3.91103538673325e-19,-1.3695661866139859,1.3104133940188588e-18
YSK4,-9.213592168798705,3.9115801512701667e-19,-0.7436046124917689,1.3104133940188588e-18
ADAM15,9.518859689157905,3.966193006503043e-19,0.5809256559564364,1.3284201375054895e-18
PYCR1,9.359896852424688,3.9848553408394185e-19,0.6598499194135492,1.3343805498674322e-18
PLSCR2,9.60426290953539,4.02016234598306e-19,0.7118532581193026,1.3459108423809779e-18
BAG3,-9.475474253555316,4.0296474288216257e-19,-0.4908088740424823,1.3487930752514473e-18
WDR24,-9.454257915600566,4.1053115746583207e-19,-0.4280975668087734,1.3735490398096339e-18
SDR16C5,-9.560552602116658,4.105392401899029e-19,-2.2822886009150505,1.3735490398096339e-18
GNAS,9.523982763638235,4.206335231571491e-19,0.5111380818689231,1.4070159365741093e-18
HKR1,-9.585028240814662,4.322150437813187e-19,-0.47298488353956003,1.4454420132712781e-18
TP53I3,9.473070008540734,4.3271820647608668e-19,0.573859878340448,1.4468104723370914e-18
TXN,9.514877002055968,4.464478867500508e-19,0.5227071210703205,1.4920778837509341e-18
GIPC1,9.512166914141817,4.464507897928527e-19,0.5791725980035292,1.4920778837509341e-18
SNX32,9.61388119117731,4.491336888323738e-19,1.2989184127066682,1.5007186213003602e-18
MRVI1,-9.511509631791846,4.5534256635145e-19,-0.7870325543308825,1.521134626624707e-18
LY6K,9.517132998313397,4.69446728768646e-19,1.7756880186128674,1.5679113411823952e-18
PAN3,-9.460530179029009,4.706050002822007e-19,-0.4158217687428749,1.571438991399923e-18
PSMB9,9.52952801892505,4.900490581422064e-19,0.948361552459188,1.6360115672626958e-18
LOC121838,9.603602065447852,4.91983728971844e-19,1.7058099199334527,1.6421143453239718e-18
CCKAR,-9.25746225410273,4.936587073129897e-19,-0.4743508153963469,1.6473478796051371e-18
SRR,-9.48747324143077,4.969513511243695e-19,-0.5173447090222281,1.6579761545529613e-18
STX1B,-9.435507568664324,5.025550205096416e-19,-0.8515696154379446,1.6763084165482997e-18
PDCD1,9.496751249872506,5.052852003961704e-19,1.2924788057606298,1.6850500824127867e-18
SEC23IP,-9.49721148719158,5.091798754235697e-19,-0.4383726733908695,1.6976705374397366e-18
FGF20,-9.31742842869123,5.122244756192635e-19,-0.38567773820664786,1.7074518837648413e-18
PER3,-9.50231279865182,5.13613670357638e-19,-0.7639890558386142,1.7117120524884313e-18
AMDHD1,-9.449514227489448,5.1725078058985105e-19,-1.1544300431527503,1.7234603481371861e-18
SPIN3,-9.471175298300167,5.207073646865779e-19,-0.469130996325962,1.7346021839202164e-18
ZNF510,-9.475509228955909,5.229667709481924e-19,-0.4345135185955318,1.7417519732401727e-18
RAB3C,-9.270173426097797,5.230910118279052e-19,-0.8298478796228923,1.7417889941856092e-18
RAET1G,9.505194863979654,5.315089332827393e-19,0.993950350074519,1.769436334217154e-18
RRS1,9.432768172399292,5.362506667893714e-19,0.5799481664413619,1.7848360390306856e-18
C6orf114,9.521352687260128,5.417629980686295e-19,0.7467865671900462,1.8027933609817785e-18
IFI44,9.489444138212527,5.635780937686223e-19,0.9947977331808247,1.8749809658071473e-18
UROC1,9.583770503152815,5.6448610180545425e-19,0.688718665730824,1.8775961351260702e-18
EPHB2,9.51523522285141,5.655587792323679e-19,0.830771459394831,1.880757780527164e-18
KCNU1,-9.12770283407709,5.765850068779052e-19,-0.4772327874250454,1.9170113044480904e-18
FAM20A,9.48035137650094,5.790866409849319e-19,0.9638473311150433,1.9249129989734445e-18
BBS12,-9.46052936165519,5.805413017148311e-19,-0.4792991542754157,1.92933184167996e-18
SLC7A11,9.360494036434675,5.827389387231779e-19,0.9390931518838181,1.9362174017092725e-18
FAM169A,-9.400420588104694,5.849113366766061e-19,-0.8809607405289279,1.9430161490420075e-18
CATSPER2P1,-9.43534860196851,5.951776856188201e-19,-0.4536242911857489,1.976693448117553e-18
ATP9B,-9.519099923843678,5.967289617481433e-19,-0.43665472600602406,1.981418120344223e-18
RGS19,9.390238971341512,5.969125776326893e-19,0.4613403148937536,1.981600465245907e-18
QKI,9.317284289045384,6.138521947973e-19,0.48993836695436066,2.0373964740879563e-18
CST11,-9.038280054475203,6.14037581287221e-19,-0.2430436527330074,2.03757255152572e-18
SLC22A25,-9.162289002416387,6.14425559223015e-19,-0.38857828758102,2.0384206712684254e-18
PAQR3,9.372115198162849,6.180828213221018e-19,0.5136874475754833,2.0501122791676865e-18
CRHR1,9.571400542001237,6.299243326907295e-19,1.909785068975077,2.088939252732966e-18
ANKRD31,-9.325667542499033,6.313333742665407e-19,-0.5701790154587367,2.0931610602028266e-18
CCR1,9.431129201789119,6.329189937607208e-19,0.8041807944265384,2.0979663610191214e-18
MLL2,-9.43643817892055,6.41307763073263e-19,-0.45586772122283037,2.1253154601892014e-18
CCDC152,-9.490458891441005,6.6808796044249385e-19,-0.8831097934213696,2.2135894828777876e-18
RPS10,9.445064180875685,6.747097453725429e-19,0.4915412819313101,2.2350486121990197e-18
CEACAM6,-9.457842643091157,6.777505459632653e-19,-2.519686750025988,2.244638665561711e-18
