cluster,Cell_Proliferation,Apoptosis,DNA_Repair,Hormone_Signaling,HER2_Signaling,EMT_Invasion,Immune_Response,Metabolism
C1,0.10646977748614904,0.029003655051810105,0.02087123689696703,0.4084805112948376,0.01496656225242148,-0.10800592218962266,-0.28244226908284487,0.0884136232213485
C2,0.8908527391606279,-0.06503173488611724,0.599745726521727,-1.3952167969365286,-0.055000306909172604,0.08235358406900004,0.5081018729349326,0.04289082940192445
C3,-0.7917264762948909,-0.008190874112594263,-0.44184893780123097,0.2078440085253255,0.010231632388675554,0.13826363798513155,0.16417629420394828,-0.18755997463390855
